"","verslagjaar","okvk","organisatie","wnMedew","wnFTE","wTijd","wPnil","wPnilKosten","wGemContr","wInstroom","wUitstroom","wDoorstroom","wnStag","wnVrijw","wNiv1","wNiv2","wNiv3","wNiv4","wNiv5","wNiv6","wBdnst","wOvPers","wLling","wFTEperCt","wVerzuimPerc","wVerzuimFreq","tTijd","tPnil","tPnilKosten","tGemContr","tInstroom","tUitstroom","tDoorstroom","tNiv1","tNiv2","tNiv3","tNiv4","tNiv5","tNiv6","tBdnst","tOvPers","tLling","tFTEperCt","tVerzuimPerc","tVerzuimFreq","nTijd","nPnil","nPnilKosten","nGemContr","nInstroom","nUitstroom","nDoorstroom","nNiv1","nNiv2","nNiv3","nNiv4","nNiv5","nNiv6","nBdnst","nOvPers","nLling","nFTEperCt","nVerzuimPerc","nVerzuimFreq"
"1288",2021,"41095652","Stichting Sint Joris",382,209.91,22.25,10.41,15.2,0.55,25.31,29.16,0,46,227,7.19,28.34,43.94,8.88,0,0.92,0,2.58,8.15,0.98,8.26,0.75,85,22,2465677,210,92,106,0,15,59,92,19,0,2,0,5,17,210,7982,286,382,210,16220727,382,364,364,364,210,210,210,210,210,210,210,210,210,214,96597,382
"1289",2021,"41066110","Stichting Sint Jozef Wonen En Zorg",125,71.9,77.12,3.62,13.54,0.58,13.06,20.41,8.98,11,201,30.88,25.19,33.49,10.42,0,0,0,0,0,0.95,3.6,0.03,91,3,454729,72,16,25,11,22,18,24,7,0,0,0,0,0,72,875,4,118,72,3358948,125,123,123,123,72,72,72,72,72,72,72,72,72,76,24327,125
"1290",2021,"41081766","Stichting Sint Jozefoord Kloosterverzorgingshuis",334,180,41.16,6.67,16.36,0.54,27.41,19.58,13.55,65,119,15.51,10.36,39.16,1.83,0,2.09,1.37,1.97,4.08,1.41,6.77,1.12,142,12,1491000,180,91,65,45,28,19,70,3,0,4,2,4,7,180,4700,373,345,180,9113000,334,332,332,332,180,180,180,180,180,180,180,180,180,128,69451,334
"1291",2021,"17127118","Stichting St. Anna Zorggroep, Ananz",490,275,18.48,11.48,14.96,0.56,17.76,18.98,8.57,61,321,6.78,35.18,29.69,9.39,5.3,0,6.25,0,7.4,0.97,8.1,1.2,90,32,2459896,275,87,93,42,19,97,82,26,15,0,17,0,20,275,5790,588,487,275,16440363,490,490,490,490,275,275,275,275,275,275,275,275,275,283,71500,490
"1292",2021,"41102327","Stichting St. Elisabeth",268,147.89,26.87,5,3.42,0.55,26.19,23.53,1.14,10,159,3.01,17.99,34.35,22.99,2.06,0.9,2.33,5.14,4.4,1.18,9.65,0.82,72,7,350119,148,69,62,3,4,27,51,34,3,1,3,8,7,148,4962,220,268,148,10229675,268,264,264,264,148,148,148,148,148,148,148,148,148,125,51416,268
"1293",2021,"41190614","Stichting St. Pieters En Bloklands Gasthuis",251,154.82,26.69,5.27,11.2,0.62,32.72,37.22,5.32,17,150,10.99,24.45,48.73,10.36,0,0,0,1.18,4.27,1.04,8.1,0.9,67,8,905760,155,80,91,13,17,38,75,16,0,0,0,2,7,155,4181,226,251,155,8089943,251,245,245,245,155,155,155,155,155,155,155,155,155,149,51627,251
"1294",2021,"41106842","Stichting Surplus Zorg",1657,793,24.16,16.52,29.8,0.48,23.16,20.55,11.78,97,812,6.81,12.99,30.26,10.21,0.06,1.64,6.31,20.05,9.96,0.78,10.38,0.99,402,131,18308037,793,338,300,172,54,103,240,81,1,13,50,159,79,793,35745,1644,1664,793,61427000,1657,1460,1460,1460,793,793,793,793,793,793,793,793,793,1014,344314,1657
"1295",2021,"24388693","Stichting Swinhove Groep",705,398.6,31.81,7.02,12.05,0.57,31.63,15.74,5.67,59,465,0,16.24,28.85,1.42,0,2.72,4.97,17,10.56,1.57,6.97,1.08,230,28,2795324,399,223,111,40,0,65,115,6,0,11,20,68,42,399,11245,761,723,399,23195719,705,705,705,705,399,399,399,399,399,399,399,399,399,253,161410,705
"1296",2021,"20135179","Stichting Tantelouise",1375,986,20.88,7.3,6.93,0.72,17.92,18.95,8.74,369,596,0,10.24,38.95,18.26,2.03,0,6.29,13.59,10.65,0.95,7.19,1.11,286,72,3723306,986,244,258,119,0,101,384,180,20,0,62,134,105,986,25114,1531,1370,986,53728337,1375,1362,1362,1362,986,986,986,986,986,986,986,986,986,1036,349394,1375
"1297",2021,"41095003","Stichting Thebe Wonen En Zorg",1633,1124.5,18.51,8.23,14.37,0.69,15.12,17.14,7.22,280,1009,14.31,5.17,41.55,11.82,0,5.01,5.26,6.43,10.47,0.94,8.8,1.04,299,93,7381713,1125,247,280,118,161,58,467,133,0,56,59,72,118,1125,43941,1692,1615,1125,51365475,1633,1634,1634,1634,1125,1125,1125,1125,1125,1125,1125,1125,1125,1193,499552,1633
"1298",2021,"52529193","Stichting Thuiszorg De Ommejas",12,8.8,25,0,NA,0.73,83.33,83.33,0,6,3,0,0,82.95,17.05,0,0,0,0,0,1.47,0,0,3,0,NA,9,10,10,0,0,0,7,2,0,0,0,0,0,9,0,0,12,9,NA,12,12,12,12,9,9,9,9,9,9,9,9,9,6,2363,12
"1299",2021,"41149967","Stichting Tot Huisvesting Verzorging En Verpleging Van Ouderen Eykenburg",287,208.5,34.29,4.12,9.22,0.73,33.45,35.94,14.59,69,98,1.25,23.45,25.8,12.85,0.19,1.44,2.16,22.11,10.74,1.05,6.24,1.21,96,9,958918,209,94,101,41,3,49,54,27,0,3,5,46,22,209,4249,347,280,209,10404646,287,281,281,281,209,209,209,209,209,209,209,209,209,198,68141,287
"1300",2021,"4062069","Stichting Treant Care",2808,1644.03,18.43,12.83,15.07,0.59,15.9,15.9,NA,243,1554,9.26,14.24,39.88,19.38,0.42,7.38,0.37,0,0,NA,7.51,0.06,434,211,13974549,1644,407,407,NA,152,234,656,319,7,121,6,0,0,NA,43271,162,2355,1644,92731148,2808,2561,2561,NA,1644,1644,1644,1644,1644,1644,1644,1644,1644,NA,576000,2808
"1301",2021,"8099661","Stichting Triviummeulenbeltzorg",2156,952.82,20.44,1.16,1.12,0.44,15.75,14.58,3.99,308,1214,8.17,8.05,43.67,17.25,3.06,0,7.71,6.41,5.68,1.27,7.99,0.77,489,11,592585,953,284,263,72,78,77,416,164,29,0,74,61,54,953,31617,1657,2392,953,52883231,2156,1804,1804,1804,953,953,953,953,953,953,953,953,953,750,395605,2156
"1302",2021,"41090962","Stichting Valkenhof",597,421,32.66,4.51,9.07,0.71,18.38,18.92,0,23,313,15.2,15.2,23.75,6.89,5.23,0.48,8.08,11.88,13.3,1.08,9.61,1.15,195,19,1778286,421,102,105,0,64,64,100,29,22,2,34,50,56,421,12873,686,597,421,19612193,597,555,555,555,421,421,421,421,421,421,421,421,421,388,133989,597
"1303",2021,"51286068","Stichting Vecht En Ijssel",388,265.6,30.28,11.63,23.12,0.68,20.1,23.12,13.82,53,559,2.82,15.66,34.68,14.72,0,1.17,0,17.55,13.4,0.85,8.5,1.19,119,31,3091000,266,80,92,55,8,42,92,39,0,3,0,47,36,266,6872,462,393,266,13369000,388,398,398,398,266,266,266,266,266,266,266,266,266,313,80850,388
"1304",2021,"41072929","Stichting Verpleeghuis Bergweide",257,182.71,8.95,1.82,5.51,0.71,19.46,15.56,11.28,67,57,20.36,9.36,32.62,12.8,3.23,0,0,11.91,9.71,1.51,8.43,0.73,23,3,679643,183,50,40,29,37,17,60,23,6,0,0,22,18,183,5375,188,257,183,12329002,257,257,257,257,183,183,183,183,183,183,183,183,183,121,63739,257
"1305",2021,"41118833","Stichting Verpleeghuis Het Parkhuis",620,358.62,24.22,10.44,10.6,0.58,17.42,22.42,1.13,37,242,14.48,12.46,38.36,4.5,1.21,0.49,7.07,11.63,9.82,1.24,11.9,1.1,147,37,2867089,359,108,139,7,52,45,138,16,4,2,25,42,35,359,16158,685,607,359,27042457,620,620,620,620,359,359,359,359,359,359,359,359,359,289,135780,620
"1306",2021,"41097329","Stichting Verzorging St. Franciscus",111,66.49,41.12,14.39,29.15,0.6,32.54,27.75,4.78,30,161,17.4,16.96,41.18,7.69,4.41,0,0,0.83,11.54,0.87,12.12,1.14,44,10,938319,66,34,29,5,12,11,27,5,3,0,0,1,8,66,2413,126,107,66,3219425,111,105,105,105,66,66,66,66,66,66,66,66,66,77,19905,111
"1307",2021,"41000048","Stichting Verzorgingscentra Utingeradeel",301,151.9,26.58,6.58,10.26,0.5,28.03,27.65,0.76,16,118,5.27,9.08,42.53,3.82,0.92,0,0,10.73,5.27,1.52,11.67,0.58,80,10,737000,152,74,73,2,8,14,65,6,1,0,0,16,8,152,5429,174,301,152,7185000,301,264,264,264,152,152,152,152,152,152,152,152,152,100,46507,301
"1308",2021,"41188898","Stichting Verzorgingshuis De Koperhorst",296,151.82,30.96,10.95,12.92,0.51,28.16,13.72,7.58,104,175,4.64,44.62,23.92,8.44,2.33,0,0,1.02,15.04,1.15,9.07,1.98,61,17,884311,152,78,38,21,7,68,36,13,4,0,0,2,23,152,9800,585,197,152,6846610,296,277,277,277,152,152,152,152,152,152,152,152,152,132,108000,296
"1309",2021,"41000413","Stichting Verzorgingshuis Talma Apeldoorn",80,47.47,40,3.03,5.01,0.59,18.75,17.5,7.5,20,150,0,24.75,53.59,4.59,0,0,0,2.02,15.04,0.72,6.24,1.04,32,1,35986,47,15,14,6,0,12,25,2,0,0,0,1,7,47,891,83,80,47,717733,80,80,80,80,47,47,47,47,47,47,47,47,47,66,14276,80
"1310",2021,"8215422","Stichting Viattence",756,382.47,21.86,1.51,3.18,0.51,20.75,13.88,9.16,63,427,21.42,23.59,33.85,5.79,0,0,2.88,3.25,9.21,1.01,8.07,1.25,162,6,651138,382,154,103,68,82,90,129,22,0,0,11,12,35,382,16330,946,741,382,20447727,756,742,742,742,382,382,382,382,382,382,382,382,382,379,202356,756
"1311",2021,"9148035","Stichting Vilente",952,571.55,35.19,15.75,18.91,0.6,32.04,36.45,3.15,76,580,10.73,15.92,46.25,10.56,2.42,0,5.73,0,8.39,1.01,9.1,0.95,335,90,8805571,572,305,347,30,61,91,264,60,14,0,33,0,48,572,91,905,952,572,46558536,952,952,952,952,572,572,572,572,572,572,572,572,572,567,1000,952
"1312",2021,"34184520","Stichting Viva! Zorggroep",1689,1034,28.24,9.48,18.38,0.61,14.33,18.66,11.25,53,1409,15.86,2.61,55.71,5.22,2.13,0,5.9,0.97,11.61,0.84,7.53,0.88,477,98,10526994,1034,242,315,190,164,27,576,54,22,0,61,10,120,1034,753,1481,1689,1034,57272709,1689,1689,1689,1689,1034,1034,1034,1034,1034,1034,1034,1034,1034,1236,10000,1689
"1313",2021,"17167201","Stichting Vivent",588,382,29.92,10.39,16.3,0.65,17.86,16.84,8.67,166,685,7.07,20.42,38.22,9.42,3.4,0,9.42,1.57,10.47,1.04,9.91,1.99,178,40,3568819,382,105,99,51,27,78,146,36,13,0,36,6,40,382,46883,1173,595,382,21898737,588,588,588,588,382,382,382,382,382,382,382,382,382,366,473040,588
"1314",2021,"41194729","Stichting Vivium Zorggroep",1522,1059.8,24.18,19.76,33.91,0.7,19.24,17.17,1.24,37,750,22.32,15.91,32.86,4.3,0,0,2.85,1.21,12.97,1.1,8.63,1.09,368,209,16723984,1060,279,249,18,237,169,348,46,0,0,30,13,138,1060,29320,1652,1522,1060,49313077,1522,1450,1450,1450,1060,1060,1060,1060,1060,1060,1060,1060,1060,968,339634,1522
"1315",2021,"41052635","Stichting Voor Reformatorische Ouderenzorg",367,165.56,32.7,9.66,13.77,0.45,20.8,23.73,5.07,13,550,3.48,14.67,32.62,12.1,0.17,0,0,0,12.55,1.2,NA,0.08,120,16,1498879,166,78,89,19,6,24,54,20,0,0,0,0,21,166,NA,31,367,166,10883501,367,375,375,375,166,166,166,166,166,166,166,166,166,138,NA,367
"1316",2021,"41113281","Stichting Voor Regionale Zorgverlening",3056,1452.84,10.55,3.57,4.41,0.48,11.96,15.23,1.25,265,1594,12,12.23,47.87,5.4,2.75,0,6.45,4.14,9.17,1.12,10.42,1.18,388,52,3424873,1453,440,560,46,174,178,695,79,40,0,94,60,133,1453,6835,3606,3678,1453,77578730,3056,3678,3678,3678,1453,1453,1453,1453,1453,1453,1453,1453,1453,1293,65595,3056
"1317",2021,"41009570","Stichting Vredewold",200,129.6,20.5,4.01,11.76,0.65,27.3,28.78,9.93,12,96,0,10.15,64.33,14.59,3.26,0,1.13,0,6.54,0.95,14.75,1.66,41,5,413644,130,55,58,20,0,13,83,19,4,0,1,0,8,130,5456,332,200,130,3517952,200,202,202,202,130,130,130,130,130,130,130,130,130,136,36990,200
"1318",2021,"37136887","Stichting Vrijwaard",235,124.7,10.21,3.61,13.23,0.53,10.66,51.47,0,25,82,3.42,15.83,54.85,5.11,0,0.84,3.17,2.39,14.39,0.82,6.58,1.19,24,5,1222520,125,29,140,0,4,20,68,6,0,1,4,3,18,125,24,280,235,125,9241047,235,272,272,272,125,125,125,125,125,125,125,125,125,153,365,235
"1319",2021,"41086298","Stichting Vughterstede",225,122.57,24.39,13.63,13.08,0.54,34.7,22.17,8.19,45,285,18,13.95,44,8,7,1.06,0,0,8,0.77,10.7,1.99,50,17,1576682,123,72,46,17,22,17,54,10,9,1,0,0,10,123,5615,448,205,123,12052167,225,208,208,208,123,123,123,123,123,123,123,123,123,160,52480,225
"1320",2021,"67742858","Stichting Waardeburgh",612,334.21,39.55,3.4,5.74,0.55,19.99,12.81,3.87,47,482,0,6.09,32.71,1.97,0.6,0.3,0.6,33.89,11.12,1.4,7.04,1.02,263,11,1261775,334,181,116,35,0,20,109,7,2,1,2,113,37,334,5725,624,665,334,21973006,612,906,906,906,334,334,334,334,334,334,334,334,334,238,81302,612
"1321",2021,"66882370","Stichting Waardig Wonen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",2021,"41180032","Stichting Warande",1223,598.6,19.38,9.39,17.5,0.49,17.91,18.94,9.94,214,657,16.64,13.11,23.73,7.77,2.92,0,9.33,12.88,13.62,1.05,10.6,1.01,237,56,5676095,599,173,183,96,100,78,142,47,17,0,56,77,82,599,15418,1235,1223,599,32441665,1223,966,966,966,599,599,599,599,599,599,599,599,599,571,145415,1223
"1323",2021,"37141322","Stichting Warm Thuis, Wonen En Welzijn Voor Mensen Met Dementie",151,87.1,13.92,2.3,3.65,0.58,24,20,4,4,84,1.49,18.25,67.39,0,0.8,0,0,0.23,3.67,1.58,5.07,1.41,22,2,171924,87,36,30,6,1,16,59,0,1,0,0,0,3,87,1161,213,158,87,4715150,151,150,150,150,87,87,87,87,87,87,87,87,87,55,22907,151
"1324",2021,"27272512","Stichting Wassenaarse Zorgverlening Swz",169,122.14,31.18,18.26,25.39,0.72,12.46,11.28,9.5,9,119,4.92,32.35,36.51,1.47,1.31,0,0,8.27,15.16,0.87,13,1.23,53,22,1763769,122,21,19,16,6,40,45,2,2,0,0,10,19,122,5717,208,170,122,6947843,169,169,169,169,122,122,122,122,122,122,122,122,122,141,43975,169
"1325",2021,"41010320","Stichting Westerholm/Rikkers-Lubbers",80,60.32,32.5,0,0,0.75,44.87,41.03,NA,24,52,34.02,6.32,34,19.94,5.72,0,0,0,0,1.15,3.88,1.1,26,0,0,60,35,32,NA,21,4,21,12,3,0,0,0,0,60,860,88,80,60,3779668,80,78,78,NA,60,60,60,60,60,60,60,60,60,52,22144,80
"1326",2021,"27332804","Stichting Wijdezorg",463,292.76,23.97,5.02,7.74,0.63,25.56,25.13,7.88,76,450,2.07,22.51,41.19,8.26,0,0,1.82,15.64,8.51,0.83,7.97,1.19,111,15,1297208,293,120,118,37,6,66,121,24,0,0,5,46,25,293,5950,550,463,293,16767483,463,470,470,470,293,293,293,293,293,293,293,293,293,352,74654,463
"1327",2021,"41231194","Stichting Wilgaerdenleekerweidegroep",1623,870.54,23.35,NA,5.43,0.54,29.17,22.67,NA,64,735,4.17,8.61,28.83,5.54,3.16,0.54,0,0,9.23,1.75,8.53,1.47,379,NA,2765633,871,431,335,NA,36,75,251,48,28,5,0,0,80,871,44311,2385,1623,NA,50954874,1623,1478,1478,NA,871,871,871,871,871,871,871,871,871,497,519365,1623
"1328",2021,"41059173","Stichting Wittenbergzorg",112,55,14.29,3.64,11.75,0.49,31.53,32.43,6.31,14,140,18.07,11.76,46.36,7.89,0,0,0,0.51,15.4,0.9,7.88,0.95,16,2,326830,55,35,36,7,10,6,26,4,0,0,0,0,8,55,1541,106,112,55,2782148,112,111,111,111,55,55,55,55,55,55,55,55,55,61,19552,112
"1329",2021,"36053029","Stichting Wonen En Zorg Purmerend",218,130.61,10.33,2.73,3.63,0.6,15.63,19.77,3.22,48,185,6.89,13.33,57.94,4.21,3.49,0,2.73,0,11.4,0.81,11.3,1.03,22,4,247543,131,34,43,7,9,17,76,6,5,0,4,0,15,131,3881,224,213,131,6823000,218,218,218,218,131,131,131,131,131,131,131,131,131,161,34336,218
"1330",2021,"41059891","Stichting Woon- En Zorgcentrum Avondlicht",114,72.55,13.16,NA,6.31,NA,12.5,14.29,4.46,6,81,15.56,8.71,33.4,3.69,0,0,0,1.08,9.65,1.02,6.61,1.32,15,NA,266965,NA,14,16,5,11,6,24,3,0,0,0,1,7,73,1785,151,114,NA,4230996,NA,112,112,112,73,73,73,73,73,73,73,73,73,71,26985,114
"1331",2021,"41017511","Stichting Woon- En Zorgcentrum De Westerkim",315,207.4,19.05,1.34,3.38,0.66,3.07,3.07,NA,25,162,0.43,11.69,41.91,11.89,1.39,0.32,0,0,7.71,1.63,11.4,0.9,60,3,285092,207,10,10,NA,1,24,87,25,3,1,0,0,16,207,7524,285,315,207,8445950,315,326,326,NA,207,207,207,207,207,207,207,207,207,127,66003,315
"1332",2021,"41027861","Stichting Woon- En Zorgcentrum Friso",101,64.68,32.67,1.39,5.04,0.64,23.88,19.9,6.97,19,78,3.73,11.73,32.96,9.35,3.42,0,0,29.44,9.37,1.11,5.1,1.69,33,1,152004,65,24,20,7,2,8,21,6,2,0,0,19,6,65,1103,171,101,65,3015084,101,101,101,101,65,65,65,65,65,65,65,65,65,58,21636,101
"1333",2021,"41244253","Stichting Woon- En Zorgcentrum Humanitas",198,112.16,21.83,7.42,17.8,0.57,20.71,18.69,3.03,25,100,13.82,37.96,39.01,4.65,2.29,0,0,0,2.26,0.75,22.13,1.77,43,8,1064330,112,41,37,6,16,43,44,5,3,0,0,0,3,112,9060,351,197,112,5980211,198,198,198,198,112,112,112,112,112,112,112,112,112,149,40938,198
"1334",2021,"60929782","Stichting Woon- Zorgflat Brandsen",26,16.95,34.62,27.43,31.56,0.65,41.86,13.95,13.95,6,20,0,28.32,16.52,5.25,9.2,0,0,40.65,0,1.16,0.79,0.69,9,5,193093,17,9,3,3,0,5,3,1,2,0,0,7,0,17,41,18,26,17,611754,26,22,22,22,17,17,17,17,17,17,17,17,17,15,5162,26
"1335",2021,"41009778","Stichting Woon/Zorgcentrum Het Hooge Heem",195,113.33,11.7,1.24,1.5,0.58,28.49,30.23,1.74,44,140,10.15,12.66,42.18,10.41,2.36,0,0.76,13.65,7.82,1.29,6.01,0.73,20,1,91861,113,49,52,3,12,14,48,12,3,0,1,15,9,113,1980,142,171,113,6122652,195,172,172,172,113,113,113,113,113,113,113,113,113,88,32947,195
"1336",2021,"41119524","Stichting Woongemeenschap Voor Ouderen",70,44.57,21.43,4.26,12.97,0.64,26.67,19.26,13.33,6,14,0.74,40.25,29.03,3.75,3.99,0,0,4.73,17.5,0.78,7.23,1.47,15,2,202830,45,18,13,9,0,18,13,2,2,0,0,2,8,45,3399,103,70,45,1563640,70,68,68,68,45,45,45,45,45,45,45,45,45,57,47000,70
"1337",2021,"50033336","Stichting Woonzorgboerderij Moriahoeve",97,46.53,32.91,0.13,0.23,0.48,22.33,6.8,0.97,4,40,12.14,33.1,42.55,2.71,8.42,0,1.07,0,0,1.28,7.16,1.25,26,0,5608,47,23,7,1,6,15,20,1,4,0,1,0,0,47,2798,121,79,47,2430017,97,103,103,103,47,47,47,47,47,47,47,47,47,36,39100,97
"1338",2021,"41247103","Stichting Woonzorgcentra Flevoland",449,202.48,28.06,NA,4.55,0.45,30.16,24.06,4.13,55,230,6.9,20,38.6,5.4,0,0,5.8,14.2,9.1,0.8,8.76,0.48,126,NA,514999,202,168,134,23,14,41,78,11,0,0,12,29,18,202,18549,215,449,NA,11320636,449,557,557,557,202,202,202,202,202,202,202,202,202,254,211700,449
"1339",2021,"41151188","Stichting Woonzorgcentra Haaglanden",2021,1431,11.27,7.41,10.39,0.71,11.36,14.85,4.68,532,1065,30.05,16.98,23.55,5.73,0.07,0.77,7.55,3.35,11.95,1.14,11.27,1.96,223,106,7569121,1431,228,298,94,430,243,337,82,1,11,108,48,171,1431,58865,3961,1979,1431,72819887,2021,2007,2007,2007,1431,1431,1431,1431,1431,1431,1431,1431,1431,1255,522315,2021
"1340",2021,"41080557","Stichting Woonzorgcentrum De Annenborch",168,102.68,11.31,5.63,18.75,0.61,20.48,21.08,2.41,15,120,0,27.16,33.61,9.88,5.74,0,0,0,5.74,1.09,10.9,1.17,19,6,1012070,103,34,35,4,0,28,35,10,6,0,0,0,6,103,3893,196,168,103,5396869,168,166,166,166,103,103,103,103,103,103,103,103,103,95,35710,168
"1341",2021,"41076731","Stichting Woonzorgcentrum De Beyart",223,153.55,27.98,1.17,3.23,0.69,16.14,20.63,7.17,22,65,16.07,7.94,23.43,8.54,2.89,0,0,0,8.56,1.7,13.99,1.01,61,2,243369,154,36,46,16,25,12,36,13,4,0,0,0,13,154,7840,225,218,154,7526337,223,223,223,223,154,154,154,154,154,154,154,154,154,90,56045,223
"1342",2021,"41103368","Stichting Woonzorgcentrum Raffy-Leystroom",285,185.24,25.26,14.31,15.69,0.65,24.71,22.01,8.11,66,178,14.17,19.21,32.14,19.08,1.21,0,2.02,1.88,10.29,1,9.84,1.4,72,27,1424629,185,64,57,21,26,36,60,35,2,0,4,3,19,185,8433,399,285,185,9081266,285,259,259,259,185,185,185,185,185,185,185,185,185,185,85704,285
"1343",2021,"41241831","Stichting Woonzorggroep Samen",838,581.69,23.11,3.69,7.71,0.69,16.72,18.75,14.21,36,537,4.88,15.59,46,5.79,4.91,0.45,3.74,6.67,11.97,1.11,7.69,0.87,193,21,2331157,582,140,157,119,28,91,268,34,29,3,22,39,70,582,769,729,835,582,30234716,838,838,838,838,582,582,582,582,582,582,582,582,582,524,10000,838
"1344",2021,"41114148","Stichting Wvo Zorg",852,462.36,15.85,0.66,1.43,0.54,22.01,18.42,2.03,217,500,18.8,9.92,39.3,9.34,0.31,0,7.97,5.62,8.65,1.06,NA,0.99,135,3,332524,462,184,154,17,87,46,182,43,1,0,37,26,40,462,NA,847,852,462,23212531,852,836,836,836,462,462,462,462,462,462,462,462,462,438,NA,852
"1345",2021,"41013557","Stichting Zinn (Zorgorganisatie In Noord Nederland)",1359,808.8,13.28,1.27,2.44,0.6,27.59,19.09,6.26,252,471,22.8,10.52,29.22,9.87,13.16,0,7.79,1.35,5.3,1.03,8.39,0.93,187,10,1139900,809,370,256,84,184,85,236,80,106,0,63,11,43,809,21691,1263,1408,809,46656085,1359,1341,1341,1341,809,809,809,809,809,809,809,809,809,787,258625,1359
"1346",2021,"9202321","Stichting Zinzia Zorggroep",737,383.96,21.45,16.53,24.77,0.52,35.64,14.48,4.14,170,623,10.51,16.89,36.4,14.58,3.11,0.26,11.7,1.2,5.36,0.8,10.82,1.18,133,63,5927448,384,224,91,26,40,65,140,56,12,1,45,5,21,384,14901,873,620,384,23932264,737,629,629,629,384,384,384,384,384,384,384,384,384,481,137774,737
"1347",2021,"1143871","Stichting Zonnehuisgroep Noord",1330,772.5,28.35,1.88,2.9,0.58,45.62,38.08,17.01,182,716,3.96,10.36,42.46,13.15,1.7,0,4.44,0,1.61,1.26,8.78,0.96,377,15,944641,773,550,459,205,31,80,328,102,13,0,34,0,12,773,22572,1279,1330,773,32573287,1330,1206,1206,1206,773,773,773,773,773,773,773,773,773,615,257088,1330
"1348",2021,"24330016","Stichting Zonnehuisgroep Vlaardingen",914,579,19.15,7.94,13.46,0.63,20.01,24.38,2.95,95,543,1.89,13.96,29.87,12.36,3.24,0,7.04,0,9.58,1.45,8.14,1.13,172,46,4607773,579,183,223,27,11,81,173,72,19,0,41,0,55,579,32687,1033,898,579,34227032,914,915,915,915,579,579,579,579,579,579,579,579,579,399,401500,914
"1349",2021,"41178066","Stichting Zorg & Welzijn Oudewater",173,79.43,32.95,3.6,8.28,0.46,17.24,19.54,5.17,30,207,23.22,9.23,27.43,15.85,0,6.22,0,7.73,10.32,1.08,9.55,1.12,57,3,317956,79,30,34,9,18,7,22,13,0,5,0,6,8,79,1740,193,173,79,3840486,173,174,174,174,79,79,79,79,79,79,79,79,79,74,18219,173
"1350",2021,"41089247","Stichting Zorg & Wonen Glorieux",77,55.3,11.59,38.34,60.68,0.72,32.47,20.78,2.6,28,125,0.36,16.82,49.01,6.15,3.25,0,0,12.12,12.3,1,18.77,1.34,8,21,1677159,55,25,16,2,0,9,27,3,2,0,0,7,7,55,3539,103,69,55,2764165,77,77,77,77,55,55,55,55,55,55,55,55,55,55,18854,77
"1351",2021,"24365406","Stichting Zorg En Verpleging Goeree-Overflakkee",1117,581.8,30.13,4.6,8.36,0.52,27.18,30.51,NA,36,671,16.04,10.98,40.73,5.17,1.2,0,7.56,12.45,5.87,1.2,9.02,0.89,360,27,2714660,582,327,367,NA,93,64,237,30,7,0,44,72,34,582,20176,994,1195,582,32455733,1117,1203,1203,NA,582,582,582,582,582,582,582,582,582,486,223681,1117
"1352",2021,"72182849","Stichting Zorg En Welzijn Grootenhout",117,61.97,34.19,0,0,0.53,23.47,7.51,5.63,10,15,19.36,18.56,30.66,16.94,11.3,1.61,1.57,0,0,0.97,4.94,1.07,40,0,0,62,25,8,6,12,12,19,11,7,1,1,0,0,62,735,125,117,62,3552150,117,107,107,107,62,62,62,62,62,62,62,62,62,64,14873,117
"1353",2021,"41188459","Stichting Zorg- En Wooncentrum De Haven",501,332,18.18,1.84,1.85,0.66,17.31,11.62,5.24,5,200,14.16,7.23,25.9,5.72,1.51,0,3.31,0.3,7.53,1.85,5.3,1.35,80,6,328443,332,76,51,23,47,24,86,19,5,0,11,1,25,332,7208,675,440,332,17771628,501,439,439,439,332,332,332,332,332,332,332,332,332,179,135875,501
"1354",2021,"30191351","Stichting Zorg Thuis",94,87.22,36.28,32.21,8.91,0.93,38.3,14.89,3.19,7,8,20.83,22.07,22.86,7.73,1.05,0,0,0,4.95,1.73,4.64,0.94,41,28,240133,87,36,14,3,18,19,20,7,1,0,0,0,4,87,6792,88,113,87,2694399,94,94,94,94,87,87,87,87,87,87,87,87,87,50,146363,94
"1355",2021,"8142634","Stichting Zorgaccent",1391,675,18.75,2.67,4.44,0.49,23.56,34.83,2.04,67,951,1.48,1.19,9.63,1.48,0,0,0.89,0,0.15,1,NA,NA,240,18,1680,675,301,445,26,10,8,65,10,0,0,6,0,1,560,NA,NA,1280,675,37822,1391,1278,1278,1278,675,675,675,675,675,675,675,675,675,561,NA,NA
"1356",2021,"34239269","Stichting Zorgbalans",2285,1510.61,27.17,7.22,10.88,0.66,18.49,15.4,4.29,124,900,8.68,20.7,28.6,10.61,0.54,0.08,5.87,13.63,11.28,1.09,7.73,0.91,643,109,9189766,1511,431,359,100,131,313,432,160,8,1,89,206,170,1511,41028,2074,2367,1511,84499423,2285,2331,2331,2331,1511,1511,1511,1511,1511,1511,1511,1511,1511,1383,530763,2285
