kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
60929782,Stichting Woon- Zorgflat Brandsen,3743EV,2020,25,16.62,17,10,13.64,3,22,6.8,1,17,21.85,152660,698630,0.66,17,25,20,5,25,44,11,25,8,2,25,10,20,0,0,20.58,3,42.12,7,1.68,0,9.93,2,0,0,0,0,25.63,4,0,0,1.66,17,22.36,1055,4719,0.4,10,25
60929782,Stichting Woon- Zorgflat Brandsen,3743EV,2021,26,16.95,17,15,34.62,9,26,27.43,5,17,31.56,193093,611754,0.65,17,26,41.86,9,22,13.95,3,22,13.95,3,22,6,20,0,0,28.32,5,16.52,3,5.25,1,9.2,2,0,0,0,0,40.65,7,0,0,1.16,17,0.79,41,5162,0.69,18,26
61001902,Zorgboerderij De Fochtel B.v.,8428HG,2019,13,9.8,10,NA,71.43,10,14,16.84,2,10,NA,NA,NA,0.75,10,13,24,3,13,16,2,13,16,2,13,5,3,0,0,10.2,1,59.18,6,10.2,1,0,0,20.41,2,0,0,0,0,0,0,NA,NA,100,175,175,0.15,2,13
61006475,Résidence Het Witte Huis Zetten B.v.,6671AW,2019,64,34.24,34,28,68.75,44,64,29.15,10,34,9.79,181000,1848000,0.54,34,64,71.56,39,55,53.21,29,55,7.34,4,55,3,7,14.69,5,28.39,10,26.61,9,5.84,2,2.92,1,0,0,0,0,16.24,6,5.32,2,1.21,34,1.07,684,64116,1.22,78,64
61006475,Résidence Het Witte Huis Zetten B.v.,6671AW,2020,81,48.37,48,36,44.44,36,81,0.52,0,48,0.47,10513,2260674,0.6,48,81,23.78,17,72,4.2,3,72,9.79,7,72,5,6,6.2,3,31.53,15,34.34,17,4.82,2,6.2,3,0,0,0,0,3.43,2,11.02,5,1.34,48,4.86,648,13339,1.07,87,81
61006475,Résidence Het Witte Huis Zetten B.v.,6671AW,2021,81,46.99,47,42,39.51,32,81,1.28,1,47,0.61,16661,2751962,0.58,47,81,38.24,26,68,16.18,11,68,10.29,7,68,7,6,12.77,6,29.79,14,38.31,18,6.62,3,4.02,2,0,0,0,0,0,0,8.49,4,1.11,47,8.25,1612,19539,2.62,212,81
61020621,Herbergier Hellevoetsluis,3223LD,2019,33,14.58,15,15,42.86,15,35,NA,NA,NA,NA,NA,NA,0.44,15,33,13.16,5,38,10.53,4,38,2.63,1,38,10,5,7.06,1,9.67,1,60.08,9,9.47,1,0,0,0,0,0,0,0,0,13.72,2,0.96,15,3.17,173,5452,0.67,22,33
61020621,Herbergier Hellevoetsluis,3223LD,2020,35,14.5,15,16,12.9,4,31,NA,NA,NA,0,0,732020,0.41,15,35,14.93,5,34,8.96,3,34,5.97,2,34,11,7,3.45,1,10.34,2,62.76,9,8.97,1,0,0,0,0,0,0,6.21,1,8.28,1,0.93,15,4.45,228,5121,0.8,28,35
61020621,Herbergier Hellevoetsluis,3223LD,2021,34,16.33,16,16,14.71,5,34,0,0,16,0,0,803276,0.48,16,34,5.88,2,34,0,0,34,2.94,1,34,11,5,13.78,2,8.21,1,61.6,10,12.31,2,0,0,0,0,0,0,0,0,4.1,1,0.99,16,6.79,344,5064,0.82,28,34
61048577,Wonen Bij September Velp,2281CX,2019,279,167.8,168,197,53.76,150,279,2.38,4,168,2.45,563313,23000000,NA,NA,NA,66.33,198,299,31.49,94,299,NA,NA,NA,20,4,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.85,168,6.84,2686,39265,1.13,316,279
61051020,Wonen Bij September B.v.,2411VV,2019,279,167.8,168,197,53.76,150,279,2.38,4,168,2.45,563313,23000000,0.6,168,279,66.33,198,299,31.49,94,299,NA,NA,NA,20,3,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.85,168,6.84,2686,39265,1.13,316,279
61051020,Wonen Bij September B.v.,3441BZ,2020,375,236.35,236,178,34.67,130,375,9.16,22,236,10.02,1137391,11355791,0.63,236,375,22.88,77,337,31.8,107,337,7.13,24,337,29,46,20.99,50,14,33,32.07,76,5.51,13,0.67,2,0.38,1,0,0,0,0,5.4,13,1.33,236,8.4,22,262,1.05,395,375
61051020,Wonen Bij September B.v.,3441BZ,2021,520,338.98,339,244,41.73,217,520,6.98,24,339,17.56,1940417,11050854,0.65,339,520,46.93,210,448,16.31,73,448,6.03,27,448,78,83,2.89,10,37.78,128,43.64,148,5.02,17,0,0,1.12,4,0,0,0.41,1,9.15,31,1.39,339,5.48,4363,79588,1.04,541,520
61052825,September Apeldoorn B.v.,2281CX,2019,279,167.8,168,197,53.76,150,279,2.38,4,168,2.45,563313,23000000,6.21,168,27,66.33,198,299,31.49,94,299,NA,NA,NA,20,4,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.85,168,6.84,2686,39265,1.13,316,279
61170682,Cor&Debby Zorgverlening,6712GK,2019,20,11.72,12,14,35,7,20,0,0,12,0,0,728642,0.59,12,20,5.13,1,20,0,0,20,0,0,20,2,0,26.96,3,33.11,4,7.94,1,8.53,1,0,0,0,0,0,0,0,0,0,0,0.84,12,10.94,300,2743,0.2,4,20
61170682,Cor&Debby Zorgverlening,6712GK,2020,21,16.53,17,16,28.57,6,21,NA,NA,NA,NA,NA,NA,0.79,17,21,4.88,1,21,NA,NA,NA,4.88,1,21,NA,NA,23.35,4,29.58,5,43.01,7,4.05,1,0,0,0,0,0,0,0,0,0,0,0.99,15,10.56,637,6033,1.29,27,21
61170682,Cor&Debby Zorgverlening,6712GK,2021,11,9.16,9,9,0,0,11,0,0,9,0,0,480000,0.83,9,11,12.24,3,25,57.14,14,25,0,0,25,3,1,0,0,35.7,3,17.47,2,45.85,4,0,0,0,0,0,0,0,0,0,0,1.02,9,4.84,154,3185,0.82,9,11
61372102,Vrijland Zorgland B.v.,7471KW,2019,22,10.79,11,12,45.45,10,22,NA,NA,NA,NA,NA,NA,0.49,11,22,58.06,9,16,45.16,7,16,19.35,3,16,1,5,20.57,2,20.57,2,36.05,4,17.61,2,0,0,4.08,0,0,0,0,0,0,0,0.9,11,1.45,57,3938,0.73,16,22
61372102,Vrijland Zorgland B.v.,7471KW,2020,22,11.5,12,12,31.82,7,22,1.91,0,12,0.53,3825,728000,0.52,12,22,18.18,4,22,18.18,4,22,18.18,4,22,5,5,8.7,1,37.04,4,31.83,4,10.7,1,0,0,3.83,0,0,0,0,0,7.65,1,0.93,12,3.17,134,4232,1.18,26,22
61372102,Vrijland Zorgland B.v.,7471KW,2021,24,13.57,14,14,27.27,6,22,NA,NA,NA,NA,NA,NA,0.57,14,24,20.83,5,24,20.83,5,24,20.83,5,24,4,NA,17.17,2,30.51,4,29.48,4,9.73,1,0,0,0,0,0,0,10.91,1,2.21,0,0.99,14,8.08,236,2920,1.38,33,24
61379190,Huize Zocher B.v.,2011MA,2019,28,9.3,9,10,28.57,8,28,4.3,0,9,6.57,31000,472000,0.33,9,28,3.23,1,31,6.45,2,31,3.23,1,31,1,0,0,0,16.13,2,53.76,5,6.45,1,0,0,8.6,1,0,0,10.75,1,4.3,0,0.93,9,3.9,97,2485,2.5,70,28
61379190,Huize Zocher B.v.,2011MA,2020,26,8.46,8,8,23.08,6,26,16.55,1,8,10.71,45000,420000,0.33,8,26,20.83,5,24,12.5,3,24,4.17,1,24,1,0,27.19,2,9.46,1,55.56,5,0,0,6.38,1,0,0,0,0,0,0,0,0,1.06,8,5.71,146,2556,1.35,35,26
61379190,Huize Zocher B.v.,2011MA,2021,16,8,8,9,20,3,15,6.25,1,8,7.7,35000,454658,0.5,8,16,15.79,3,19,5.26,1,19,5.26,1,19,2,0,0,0,27.5,2,33.75,3,5,0,12.5,1,0,0,0,0,21.25,2,0,0,0.89,8,1.64,178,10864,0,0,16
61468274,Feldkamp & Eussen T.h.o.d.n. Herbergier Sint Joost,6112AL,2019,27,17.15,17,15,33.33,9,27,0.99,0,17,1.71,9787,572068,0.64,17,27,28,7,25,28,7,25,0,0,25,8,3,0.68,0,47.46,8,35.72,6,1.85,0,0,0,0,0,0,0,0,0,12.69,2,1.18,17,47.95,175,365,0.7,19,27
61468274,Feldkamp & Eussen T.h.o.d.n. Herbergier Sint Joost,6112AL,2020,28,16.7,17,18,21.43,6,28,NA,NA,NA,NA,NA,NA,0.6,17,28,15.38,4,26,15.38,4,26,3.85,1,26,7,3,0,0,30.48,5,52.28,9,7.25,1,10,2,0,0,0,0,0,0,0,0,0.95,17,7.82,275,3518,1.21,34,28
61468274,Feldkamp & Eussen T.h.o.d.n. Herbergier Sint Joost,6112AL,2021,24,15.44,15,17,48.57,17,35,NA,NA,NA,NA,NA,NA,0.64,15,24,31.37,8,26,19.61,5,26,11.76,3,26,15,2,0,0,50.28,8,41.45,6,8.28,1,0,0,0,0,0,0,0,0,0,0,0.93,15,0.35,156,44974,1.21,29,24
61676063,J.w. Spruit En G. Klein Ikkink V.o.f.,2831AG,2019,23,17.84,18,15,47.37,9,19,6.67,1,18,12.15,81300,669000,0.78,18,23,27.27,6,22,27.27,6,22,13.64,3,22,3,4,4.26,1,13.51,2,51.07,9,5.21,1,8.07,1,0,0,0,0,9.64,2,8.24,1,1.18,18,3.87,252,6510,1.83,42,23
61676063,J.w. Spruit En G. Klein Ikkink V.o.f.,2831AG,2020,22,19.31,19,17,56.52,13,23,15.07,3,19,24.69,202327,819567,0.88,19,22,13.95,3,22,13.95,3,22,18.6,4,22,5,3,10.93,2,14.29,3,37.03,7,7.87,2,5.49,1,0,0,0,0,3.31,1,1.76,0,1.16,19,0.53,192,36144,1.82,40,22
61676063,J.w. Spruit En G. Klein Ikkink V.o.f.,2831AG,2021,26,17.88,18,16,32,8,25,5.03,1,18,6.47,45511,703754,0.69,18,26,4.08,1,25,4.08,1,25,8.16,2,25,5,3,0,0,23.88,4,49.72,9,20.75,4,5.65,1,0,0,0,0,0,0,0,0,1.14,18,4.62,215,4649,2.04,53,26
61778966,Kloek B.v.,2408GX,2019,60,37,37,67,55.26,21,38,29.19,11,37,34.68,660000,1903000,0.62,37,60,95.93,59,62,56.91,35,62,4.88,3,62,3,11,11.89,4,25.41,9,31.08,12,11.08,4,0,0,0,0,0,0,6.22,2,11.08,4,0.55,37,13.45,1777,13207,0.75,45,60
61778966,Kloek B.v.,2408GX,2020,61,49.6,50,61,42.37,25,59,16.33,8,50,15.92,326385,2050768,0.81,50,61,58.54,36,62,35.77,22,62,9.76,6,62,9,5,12.3,6,29.03,14,18.55,9,13.71,7,9.68,5,0,0,0.6,0,6.05,3,8.27,4,0.81,50,10.32,2151,20839,1.16,71,61
61802379,Stichting Alrijne Zorggroep,2350CC,2019,631,403.16,403,313,22.4,144,643,5.35,22,403,10.88,2239794,20588239,0.64,403,631,24.08,180,748,19.93,149,748,5.35,40,748,23,467,9.1,37,26.46,107,31.66,128,1.7,7,3.4,14,0,0,5.13,21,4.26,17,4.96,20,1.29,403,7.64,10211,133651,1.2,755,631
61802379,Stichting Alrijne Zorggroep,2350CC,2020,654,436,436,312,19.08,129,676,6.42,28,436,12.19,2821000,23140000,0.67,436,654,30.1,197,655,23.22,152,655,9.01,59,655,14,446,12.39,54,25,109,27.06,118,1.61,7,3.67,16,0,0,5.28,23,4.36,19,5.05,22,1.4,436,8.3,12647,152373,1.19,780,654
61802379,Stichting Alrijne Zorggroep,2350CC,2021,667,448.56,449,308,19.18,126,657,6.45,29,449,10.58,2697669,25505000,0.67,449,667,26.91,180,669,28.1,188,669,5.08,34,669,7,375,12.4,56,26.27,118,25.96,116,2.36,11,3.69,17,0,0,5.21,23,4.02,18,7.04,32,1.46,449,8.7,13054,150045,1.2,803,667
61803103,Golden Years Eikenrode B.v.,1231KL,2019,49,32.5,33,38,13.95,6,43,5.85,2,33,39.06,156034,399501,0.66,33,49,9.09,4,44,9.09,4,44,9.09,4,44,5,5,19.08,6,37.54,12,23.08,8,7.08,2,0,0,0,0,0,0,0,0,0,0,0.86,33,13.53,2419,17885,1.35,66,49
61803103,Golden Years Eikenrode B.v.,1231KL,2020,47,33.6,34,38,20.51,8,39,5.65,2,34,39.06,156034,399501,0.71,34,47,42.22,19,45,28.89,13,45,0,0,45,4,8,0,0,25.3,9,27.08,9,8.04,3,0,0,0,0,0,0,30.06,10,0,0,0.88,34,16.65,3038,18250,3.43,161,47
61803103,Golden Years Eikenrode B.v.,1231KL,2021,50,36,36,38,36,18,50,36.92,13,36,60.43,4837267,8004929,0.72,36,50,72.16,35,49,94.85,46,49,94.85,46,49,9,11,20.25,7,25.97,9,25.69,9,12.75,5,4,1,0,0,0,0,0,0,0,0,0.95,36,13.52,2419,17888,3.12,156,50
62081667,Stichting De Kombij,6662AT,2019,8,1.83,2,3,37.5,3,8,0,0,2,NA,NA,NA,0.23,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,0,5.46,0,39.34,1,25.68,0,24.04,0,0,0,0,0,5.46,0,0,0,0.6,2,6.92,18,260,0.13,1,8
62193937,September Wageningen B.v.,2281CX,2019,279,167.8,168,197,53.76,150,279,2.38,4,168,2.45,563313,23000000,0.6,168,279,66.33,198,299,31.49,94,299,NA,NA,NA,20,3,26.1,44,31.53,53,13.89,23,8.58,14,0,0,0,0,0,0,19.9,33,0,0,0.85,168,6.84,2686,39265,1.13,316,279
62277715,Gooiendaag,5961JK,2019,18,9.3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,9,18,11.11,2,18,11.11,2,18,0,0,18,2,7,0,0,33.33,3,66.67,6,0,0,0,0,0,0,0,0,0,0,0,0,1.03,9,12.59,827,6570,0.11,2,18
62277715,Gooiendaag,5961JK,2020,28,16.28,16,13,57.14,16,28,NA,NA,NA,NA,NA,NA,0.58,16,28,56.52,13,23,8.7,2,23,56.52,13,23,2,7,0,0,27.64,5,61.43,10,5.41,1,0,0,0,0,0,0,0,0,5.41,1,1.21,16,6.61,676,10220,0.25,7,28
62277715,Gooiendaag,5961JK,2021,29,17.1,17,18,3.45,1,29,NA,NA,NA,NA,NA,NA,0.59,17,29,7.02,2,29,7.02,2,29,3.51,1,29,2,7,0,0,26.32,5,63.86,11,5.15,1,0,0,0,0,0,0,0,0,4.68,1,0.95,17,7.78,823,10585,1,29,29
62445049,Stichting Zorggroep Noordwest-Veluwe Zorg,3840AJ,2019,961,640.9,641,689,14.57,140,961,1.15,7,641,3.36,1025653,30508751,0.67,641,961,15.5,151,974,2.57,25,974,1.03,10,974,299,1189,7.41,48,13.26,85,56.09,360,8.89,57,0.08,1,0,0,6.58,42,0.44,3,7.24,46,0.93,641,6.72,11607,172657,0.94,904,961
62445049,Stichting Zorggroep Noordwest-Veluwe Zorg,3840AJ,2020,1103,735.3,735,687,5.98,66,1103,1.71,13,735,4.02,1452748,36093472,0.67,735,1103,16.41,183,1116,2.24,25,1116,5.38,60,1116,259,1000,11.09,82,12.65,93,50.92,374,9.56,70,0.26,2,0,0,6.42,47,0.71,5,8.39,62,1.07,735,7.81,17499,223966,0.92,1015,1103
62445049,Stichting Zorggroep Noordwest-Veluwe Zorg,3840AJ,2021,1223,815.3,815,714,11.86,145,1223,1.58,13,815,4.01,1529123,38089527,0.67,815,1223,6.57,82,1248,2,25,1248,20.35,254,1248,226,1342,14.33,117,12.62,103,46.89,382,9.02,74,0.17,1,0,0,6.73,55,0.86,7,9.38,77,1.14,815,10.42,25253,242298,0.98,1204,1223
62458132,Martha Flora/Wilgaerden Hoorn B.v.,1075HM,2019,44,14.27,14,12,22.73,10,44,3.92,1,14,5.66,45549,804676,0.32,14,44,41.67,15,36,36.11,13,36,0,0,36,4,8,28.73,4,4.7,1,59.36,8,7.22,1,0,0,0,0,0,0,0,0,0,0,1.23,14,9.77,434,4440,1.3,57,44
62458132,Martha Flora/Wilgaerden Hoorn B.v.,1075HM,2020,29,9.61,10,11,34.48,10,29,5.52,1,10,5.47,45964,839685,0.33,10,29,32.26,10,31,35.48,11,31,3.23,1,31,1,6,10.41,1,54.01,5,35.59,3,0,0,0,0,0,0,0,0,0,0,0,0,0.86,10,13.56,542,3997,1.21,35,29
62458132,Martha Flora/Wilgaerden Hoorn B.v.,1075HM,2021,27,10.88,11,12,55.56,15,27,6.62,1,11,9.17,75573,823769,0.4,11,27,37.04,10,27,37.04,10,27,0,0,27,5,4,9.19,1,35.48,4,43.11,5,12.22,1,0,0,0,0,0,0,0,0,0,0,0.93,11,4.98,200,4015,0.33,9,27
62552007,Korian Zorg Bv,6842CT,2019,460,270.49,270,206,60.43,278,460,7.67,21,270,19.44,1918229,9865145,0.59,270,460,71.81,200,279,43.45,121,279,NA,NA,NA,90,NA,16,43,4.43,12,41.49,112,6.91,19,1.05,3,0,0,0,0,0,0,0,0,1.31,270,6.33,8967,141620,0.83,383,460
62552007,Korian Zorg Bv,6842CT,2020,1060,669,669,283,27.57,308,1117,6.49,43,669,15.2,5058542,33286596,0.63,669,1060,47.16,502,1065,27.52,293,1065,5.64,60,1065,142,83,7.17,48,15.25,102,30.94,207,15.7,105,0.75,5,0,0,0.3,2,27.5,184,2.39,16,2.37,669,9.8,22801,232639,0.95,1005,1060
62552007,Korian Zorg Bv,6842CT,2021,1273,793,793,578,27.72,380,1371,9.37,74,793,18.31,8196191,44752688,0.62,793,1273,38.75,452,1167,36.43,425,1167,5.83,68,1167,182,237,13.8,109,14.12,112,32.34,256,15.87,126,0.9,7,0,0,0.21,2,20.19,160,2.48,20,1.37,793,9.71,29061,299441,0.98,1252,1273
62576100,Claris Zorggroep,2242AC,2019,72,38.5,39,46,44.44,32,72,5.97,2,39,9.77,195000,1996000,0.53,39,72,52.63,30,57,26.32,15,57,14.04,8,57,4,5,15.58,6,23.38,9,24.68,10,15.58,6,0,0,0,0,0,0,20.78,8,0,0,0.84,39,8.35,733,8778,0.32,23,72
62576100,Claris Zorggroep,2242ES,2020,78,41.2,41,45,43.59,34,78,2.43,1,41,3.92,113564,2899200,0.53,41,78,38.22,30,79,25.48,20,79,7.64,6,79,12,6,16.99,7,21.36,9,28.16,12,10.22,4,8.08,3,0,0,0,0,15.19,6,0,0,0.92,41,7.96,774,9719,0.35,27,78
62576100,Claris Zorggroep,2242ES,2021,85,43.15,43,44,28.24,24,85,2.55,1,43,2.78,85146,3058637,0.51,43,85,26.99,22,82,28.22,23,82,1.23,1,82,10,5,0,0,37.31,16,25.26,11,15.53,7,2.09,1,0,0,0,0,19.81,9,0,0,0.97,43,10.13,996,9835,0.38,32,85
62609440,Onderstal - Onderstal-De Bruin T.h.o.d.n. Herbergier Reeuwijk V.o.f.,2811HT,2019,32,17.63,18,16,12.12,4,33,1.13,0,18,0.97,8447,874728,0.55,18,32,15.63,5,32,9.38,3,32,3.13,1,32,7,11,13.1,2,32.67,6,52.98,9,1.25,0,0,0,0,0,0,0,0,0,0,0,1.11,18,1.23,39,3171,0.69,22,32
62609440,Onderstal - Onderstal-De Bruin T.h.o.d.n. Herbergier Reeuwijk V.o.f.,2811HT,2020,32,17.63,18,16,15.63,5,32,0,0,18,NA,NA,NA,0.55,18,32,18.75,6,32,18.75,6,32,6.25,2,32,2,0,3.4,1,47.65,8,43.28,8,5.67,1,0,0,0,0,0,0,0,0,0,0,1.1,18,20.34,382,1878,1.31,42,32
62609440,Onderstal - Onderstal-De Bruin T.h.o.d.n. Herbergier Reeuwijk V.o.f.,2811HT,2021,31,15.06,15,16,0,0,31,0,0,15,0,0,899771,0.49,15,31,0,0,33,3.08,1,33,6.15,2,33,4,4,0,0,33.2,5,53.12,8,6.64,1,0,0,0,0,0,0,0,0,7.04,1,0.93,15,5.89,427,7254,1.35,42,31
63050773,Tsn Mercator B.v.,8002LB,2019,98,41,41,56,18.37,18,98,7.12,3,41,6.78,318864,4703704,0.42,41,98,25.95,24,93,16.22,15,93,7.57,7,93,5,50,6.71,3,16.71,7,49.41,20,11.24,5,6.54,3,0,0,0,0,3.73,2,5.63,2,0.74,41,10.44,1387,13286,1.39,136,98
63050773,Tsn Mercator B.v.,8002LB,2020,102,47.34,47,57,42.67,32,75,5.07,2,47,6.42,179904,2800251,0.46,47,102,23.41,24,103,23.41,24,103,1.95,2,103,11,51,7.08,3,14.17,7,48.16,23,17.03,8,4.39,2,0,0,0,0,3.4,2,5.77,3,0.83,47,8.18,1065,13026,1.62,165,102
63050773,Tsn Mercator B.v.,8002LB,2021,105,51.52,52,56,25,25,100,2.97,2,52,3.73,113674,3045804,0.49,52,105,16.59,17,103,23.41,24,103,11.71,12,103,16,47,7.67,4,14.17,7,43.96,23,20.81,11,3.78,2,0,0,0,0,3.07,2,6.54,3,0.91,52,7.42,1025,13822,1.12,118,105
63051052,Tsn Voor Anker B.v.,8002LB,2019,143,64.94,65,79,27.07,36,133,3.56,2,65,3.27,242007,7394630,0.45,65,143,21.74,30,138,28.26,39,138,8.7,12,138,12,85,16.82,11,5.08,3,54.62,35,9.95,6,4.99,3,0,0,0,0,2.4,2,6.14,4,0.82,65,4.14,895,21608,1.17,168,143
63051052,Tsn Voor Anker B.v.,8002LB,2020,159,81.16,81,81,23.81,40,168,1.6,1,81,2.09,98912,4734409,0.51,81,159,28.94,45,156,19.29,30,156,0.64,1,156,17,85,17.19,14,3.84,3,51.56,42,13.41,11,5.73,5,0,0,0,0,2.25,2,6.01,5,1,81,10.95,2486,22704,0.97,155,159
63051052,Tsn Voor Anker B.v.,8002LB,2021,165,83.98,84,86,22.64,36,159,1.96,2,84,2.48,124395,5022022,0.51,84,165,11.41,19,167,27.03,45,167,4.8,8,167,24,75,18.39,15,5.41,5,46.78,39,16.48,14,5.08,4,0,0,0,0,3.02,3,4.83,4,0.98,84,10.07,2419,24010,1.04,172,165
63051249,Tsn Ebbingepoort B.v.,8002LB,2019,128,50.5,51,60,24.22,31,128,7.09,4,51,6.68,379585,5682859,0.39,51,128,33.77,39,116,23.38,27,116,9.52,11,116,6,55,7.49,4,10.46,5,44.85,23,16.99,9,5.72,3,0,0,0,0,1.94,1,4.32,2,0.83,51,5.16,795,15403,1.45,185,128
63051249,Tsn Ebbingepoort B.v.,8002LB,2020,112,54.21,54,60,23.47,23,98,4.43,2,54,5.58,184740,3308398,0.48,54,112,13.65,17,125,31.33,39,125,1.61,2,125,11,57,7.75,4,13.82,7,40.47,22,24.81,13,6.25,3,0,0,0,0,1.9,1,5,3,0.9,54,13.08,1918,14668,1.46,164,112
63051249,Tsn Ebbingepoort B.v.,8002LB,2021,112,55.3,55,62,19.49,23,118,7.87,4,55,9.51,326073,3428801,0.49,55,112,19.84,25,126,13.49,17,126,5.56,7,126,15,50,6.46,4,12.73,7,42.39,23,22.08,12,8.35,5,0,0,0,0,1.93,1,6.04,3,0.9,55,12.07,1944,16105,1.39,156,112
63064286,Zorghuis Scholtenhagen B.v.,7481HJ,2019,62,45.17,45,42,46.03,29,63,15.28,7,45,11.97,287508,2400968,0.73,45,62,51.52,34,66,59.09,39,66,0,0,66,10,6,4.43,2,19.04,9,54.46,25,5.53,3,2.66,1,0,0,0,0,2.21,1,11.07,5,1.08,45,6.89,676,9806,NA,NA,NA
63064286,Zorghuis Scholtenhagen B.v.,7481HJ,2020,79,39.94,40,51,33.82,23,68,2.5,1,40,3.8,84616,2229121,0.51,40,79,28.36,19,67,14.93,10,67,1.49,1,67,25,12,2.25,1,17.45,7,53.63,21,16.02,6,2.5,1,2.38,1,0,0,0,0,5.76,2,0.78,40,7.84,680,8670,NA,NA,NA
63064286,Zorghuis Scholtenhagen B.v.,7481HJ,2021,71,47.5,48,52,38.03,27,71,0.32,0,48,0.51,13935,2706967,0.67,48,71,43.97,31,71,45.39,32,71,2.84,2,71,18,12,4.13,2,17.58,8,47.12,22,19.41,9,1.09,1,2.11,1,0,0,0,0,8.57,4,0.91,48,14.09,1568,11130,NA,NA,NA
63232685,Martha Flora Haarlem B.v.,1075HM,2019,67,29.74,30,26,49.25,33,67,7.8,2,30,11.15,159330,1428378,0.44,30,67,48.21,27,56,23.21,13,56,0,0,56,0,3,51.92,15,11.4,3,25.25,8,9.55,3,1.88,1,0,0,0,0,0,0,0,0,1.13,30,3,203,6761,0.63,42,67
63232685,Martha Flora Haarlem B.v.,1075HM,2020,49,32.02,32,27,67.35,33,49,10.31,3,32,15.52,262278,1690214,0.65,32,49,40.78,21,52,34.95,18,52,1.94,1,52,2,2,13.62,4,53.78,17,16.65,5,14.24,5,1.72,1,0,0,0,0,0,0,0,0,1.2,32,8.77,721,8222,1.06,52,49
63232685,Martha Flora Haarlem B.v.,1075HM,2021,54,30.81,31,28,37.04,20,54,11.13,3,31,15.79,310155,1964461,0.57,31,54,20.37,11,54,9.26,5,54,1.85,1,54,2,2,12.98,4,60.31,19,10.09,3,14.8,5,1.82,1,0,0,0,0,0,0,0,0,1.1,31,6.97,633,9076,0.39,21,54
63388421,Verburgt-Molhuysen Zorg B.v.,6862AB,2019,34,23.1,23,17,13.79,4,29,8.4,2,23,10.36,133745,1291184,0.68,23,34,20.45,9,44,15.91,7,44,6.82,3,44,5,4,8.92,2,17.32,4,55.8,13,2.47,1,5.84,1,0,0,0,0,0,0,9.65,2,1.33,23,3.46,346,10000,0.65,22,34
63388421,Verburgt-Molhuysen Zorg B.v.,6862AB,2020,47,26.9,27,22,6.67,3,45,9.74,3,27,17.19,227035,1320464,0.57,27,47,28.89,13,45,28.89,13,45,8.89,4,45,0,0,12.27,3,18.18,5,50.48,14,2.23,1,6.32,2,0,0,0,0,0,0,10.52,3,1.2,27,4.33,323,7463,0.53,25,47
63388421,Verburgt-Molhuysen Zorg B.v.,6862AB,2021,51,32.8,33,25,14.29,8,56,16.22,5,33,18.45,285936,1550028,0.64,33,51,51.49,26,51,29.7,15,51,0,0,51,0,2,12.5,4,13.48,4,39.7,13,1.74,1,10.15,3,0,0,0,0,0,0,17.59,6,1.29,33,1.53,131,8560,0.57,29,51
63393212,Zorgvoorziening Merlijn,6686AH,2019,19,8.75,9,10,0,0,19,NA,NA,NA,NA,NA,NA,0.46,9,19,5.26,1,19,0,0,19,0,0,19,5,10,0,0,14.86,1,65.71,6,19.43,2,0,0,0,0,0,0,0,0,0,0,0.89,9,5.7,395,6935,0.11,2,19
63393212,Zorgvoorziening Merlijn,6686AH,2020,19,8.7,9,NA,0,0,19,0,0,9,0,0,327023,0.46,9,19,0,0,19,0,0,19,0,0,19,2,11,0,0,34.48,3,57.47,5,8.05,1,0,0,0,0,0,0,0,0,0,0,NA,NA,3.5,537,15355,0.42,8,19
63393212,Zorgvoorziening Merlijn,6686AH,2021,19,8.65,9,10,0,0,19,0,0,9,0,0,330448,0.46,9,19,0,0,19,10.53,2,19,5.26,1,19,2,11,0,0,34.68,3,50.29,4,15.03,1,0,0,0,0,0,0,0,0,0,0,0.87,9,1.17,180,15355,0.53,10,19
63428237,Mariënwold,8341PR,2019,25,17.3,17,18,24,6,25,NA,NA,NA,NA,NA,NA,0.69,17,25,100,25,25,12,3,25,NA,NA,NA,8,4,0,0,23.12,4,65.32,11,7.51,1,4.05,1,0,0,0,0,0,0,0,0,0.96,17,12.92,523,4048,0.68,17,25
